Python  : 3.12.11
PyTorch : 2.8.0+cu128

Mon Mar 23 09:06:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.126.09             Driver Version: 580.126.09     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:00:05.0 Off |                    0 |
| N/A   33C    P0             57W /  400W |       6MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

  micro batch : 64 × 2048 = 131,072 tokens
  total batch : 524,288 tokens  (grad accum = 4)
  total steps : 1500
  warmup      : 100 steps  →  hold  →  linear warmdown
  optimizer   : Muon lr=0.02 wd=0.01  |  AdamW lr=0.006 wd=0.1

GPTConfig(vocab_size=50304, num_layers=12, num_heads=12, model_dim=768, max_seq_len=2048, logit_softcap=30.0)
params      : 123,568,128  (123.6M total, 84.9M non-embedding)
model vram  : 0.54 GB
compiling   : torch.compile(dynamic=True) ...
train data  : 5,000,000,000 tokens across 50 shards

  [step    0/1500]  loss=11.0148  |      9,201 tok/s  |  step_ms=56981  |  MFU=0.0%  |  mem=76.3GB  |  gnorm=6.971
  [step  171/1500]  loss=4.7728  |    201,441 tok/s  |  step_ms=2603  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.429
  [step  172/1500]  loss=4.7076  |    201,649 tok/s  |  step_ms=2600  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.413
  [step  173/1500]  loss=4.7500  |    201,757 tok/s  |  step_ms=2599  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.427
  [step  174/1500]  loss=4.7410  |    201,712 tok/s  |  step_ms=2599  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.393
  [step  175/1500]  loss=4.7179  |    202,055 tok/s  |  step_ms=2595  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.387
  [step  176/1500]  loss=4.7392  |    201,277 tok/s  |  step_ms=2605  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.409
  [step  177/1500]  loss=4.7099  |    201,699 tok/s  |  step_ms=2599  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.393
  [step  178/1500]  loss=4.7132  |    201,195 tok/s  |  step_ms=2606  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.400
  [step  179/1500]  loss=4.7048  |    201,541 tok/s  |  step_ms=2601  |  MFU=37.7%  |  mem=76.3GB  |  gnorm=0.406
  [step  180/1500]  loss=4.7400  |    201,659 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.368
  [step  181/1500]  loss=4.6816  |    202,109 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.373
  [step  182/1500]  loss=4.6982  |    201,833 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.389
  [step  183/1500]  loss=4.6948  |    201,492 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.419
  [step  184/1500]  loss=4.6888  |    202,086 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.423
  [step  185/1500]  loss=4.6771  |    201,605 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.425
  [step  186/1500]  loss=4.6668  |    201,214 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.453
  [step  187/1500]  loss=4.7092  |    201,582 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.408
  [step  188/1500]  loss=4.6886  |    201,177 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.398
  [step  189/1500]  loss=4.6293  |    201,946 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.384
  [step  190/1500]  loss=4.6700  |    201,987 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.389
  [step  191/1500]  loss=4.6728  |    201,789 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.382
  [step  192/1500]  loss=4.6748  |    201,502 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.402
  [step  193/1500]  loss=4.6483  |    200,973 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.374
  [step  194/1500]  loss=4.6217  |    202,111 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.408
  [step  195/1500]  loss=4.6445  |    201,310 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.454
  [step  196/1500]  loss=4.6513  |    200,917 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.425
  [step  197/1500]  loss=4.6306  |    201,392 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.407
  [step  198/1500]  loss=4.7274  |    201,469 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.404
  [step  199/1500]  loss=4.6388  |    201,626 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.388
  [step  200/1500]  loss=4.6454  |    201,943 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.367
  [step  201/1500]  loss=4.5973  |    201,619 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.372
  [step  202/1500]  loss=4.6527  |    201,538 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.387
  [step  203/1500]  loss=4.6566  |    201,406 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.418
  [step  204/1500]  loss=4.6064  |    201,699 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.405
  [step  205/1500]  loss=4.6269  |    201,675 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.392
  [step  206/1500]  loss=4.5781  |    201,526 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.403
  [step  207/1500]  loss=4.5979  |    201,436 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.417
  [step  208/1500]  loss=4.5930  |    201,636 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.401
  [step  209/1500]  loss=4.5846  |    201,445 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.383
  [step  210/1500]  loss=4.5534  |    201,848 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.396
  [step  211/1500]  loss=4.6064  |    202,030 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.378
  [step  212/1500]  loss=4.5863  |    201,842 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.405
  [step  213/1500]  loss=4.5634  |    201,628 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.418
  [step  214/1500]  loss=4.5948  |    200,934 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.392
  [step  215/1500]  loss=4.5738  |    201,591 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.376
  [step  216/1500]  loss=4.5809  |    201,040 tok/s  |  step_ms=2608  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.354
  [step  217/1500]  loss=4.5544  |    201,309 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.392
  [step  218/1500]  loss=4.5654  |    201,879 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.423
  [step  219/1500]  loss=4.5321  |    201,109 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.441
  [step  220/1500]  loss=4.5885  |    201,574 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.451
  [step  221/1500]  loss=4.5613  |    201,896 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.422
  [step  222/1500]  loss=4.5375  |    201,993 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.402
  [step  223/1500]  loss=4.5600  |    201,087 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.383
  [step  224/1500]  loss=4.5147  |    202,000 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.397
  [step  225/1500]  loss=4.5198  |    201,104 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.424
  [step  226/1500]  loss=4.5506  |    201,604 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.366
  [step  227/1500]  loss=4.5577  |    202,475 tok/s  |  step_ms=2589  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.361
  [step  228/1500]  loss=4.5208  |    200,926 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.397
  [step  229/1500]  loss=4.5268  |    201,858 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.359
  [step  230/1500]  loss=4.4996  |    201,566 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.359
  [step  231/1500]  loss=4.5277  |    201,579 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.389
  [step  232/1500]  loss=4.5320  |    201,865 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.394
  [step  233/1500]  loss=4.4993  |    201,795 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.419
  [step  234/1500]  loss=4.4708  |    201,430 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.426
  [step  235/1500]  loss=4.5246  |    201,238 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.424
  [step  236/1500]  loss=4.5190  |    202,130 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.397
  [step  237/1500]  loss=4.4486  |    201,257 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.364
  [step  238/1500]  loss=4.5081  |    202,841 tok/s  |  step_ms=2585  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.346
  [step  239/1500]  loss=4.5206  |    201,070 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.404
  [step  240/1500]  loss=4.4796  |    201,291 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.417
  [step  241/1500]  loss=4.4930  |    202,246 tok/s  |  step_ms=2592  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.364
  [step  242/1500]  loss=4.4837  |    200,723 tok/s  |  step_ms=2612  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.368
  [step  243/1500]  loss=4.4656  |    201,357 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.346
  [step  244/1500]  loss=4.4480  |    201,629 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.335
  [step  245/1500]  loss=4.5023  |    201,935 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.355
  [step  246/1500]  loss=4.4521  |    201,625 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.383
  [step  247/1500]  loss=4.4886  |    201,881 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.386
  [step  248/1500]  loss=4.5024  |    201,237 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.374
  [step  249/1500]  loss=4.4797  |    200,777 tok/s  |  step_ms=2611  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.387
  [step  250/1500]  loss=4.4762  |    200,989 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.363
  [val   250/1500]  val_loss=4.4470  |  best=4.4470  |  avg_ms=2601
  [step  251/1500]  loss=4.4516  |    201,599 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.396
  [step  252/1500]  loss=4.4434  |    201,594 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.434
  [step  253/1500]  loss=4.4564  |    202,015 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.394
  [step  254/1500]  loss=4.4785  |    201,991 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.368
  [step  255/1500]  loss=4.4201  |    202,388 tok/s  |  step_ms=2591  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.386
  [step  256/1500]  loss=4.4530  |    201,791 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.410
  [step  257/1500]  loss=4.4228  |    202,433 tok/s  |  step_ms=2590  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.381
  [step  258/1500]  loss=4.4366  |    201,348 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.384
  [step  259/1500]  loss=4.4177  |    201,615 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.396
  [step  260/1500]  loss=4.4696  |    201,762 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.367
  [step  261/1500]  loss=4.4618  |    201,121 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.362
  [step  262/1500]  loss=4.4114  |    200,931 tok/s  |  step_ms=2609  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.399
  [step  263/1500]  loss=4.4816  |    201,727 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.412
  [step  264/1500]  loss=4.4225  |    201,863 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.399
  [step  265/1500]  loss=4.3802  |    201,250 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.420
  [step  266/1500]  loss=4.3960  |    201,434 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.445
  [step  267/1500]  loss=4.4028  |    201,068 tok/s  |  step_ms=2608  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.436
  [step  268/1500]  loss=4.4171  |    201,258 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.378
  [step  269/1500]  loss=4.3949  |    201,685 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.382
  [step  270/1500]  loss=4.4141  |    201,810 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.399
  [step  271/1500]  loss=4.3978  |    201,637 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.390
  [step  272/1500]  loss=4.4118  |    201,508 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.394
  [step  273/1500]  loss=4.4384  |    202,069 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.414
  [step  274/1500]  loss=4.3843  |    201,958 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.400
  [step  275/1500]  loss=4.4165  |    200,666 tok/s  |  step_ms=2613  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.415
  [step  276/1500]  loss=4.4047  |    201,784 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.425
  [step  277/1500]  loss=4.3775  |    200,839 tok/s  |  step_ms=2610  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.412
  [step  278/1500]  loss=4.3393  |    201,598 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.432
  [step  279/1500]  loss=4.3401  |    201,867 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.400
  [step  280/1500]  loss=4.3236  |    201,075 tok/s  |  step_ms=2607  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.388
  [step  281/1500]  loss=4.3898  |    201,480 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.393
  [step  282/1500]  loss=4.3747  |    201,749 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.415
  [step  283/1500]  loss=4.4174  |    200,885 tok/s  |  step_ms=2610  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.491
  [step  284/1500]  loss=4.3744  |    201,195 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.477
  [step  285/1500]  loss=4.3677  |    200,648 tok/s  |  step_ms=2613  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.470
  [step  286/1500]  loss=4.3380  |    201,218 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.449
  [step  287/1500]  loss=4.3434  |    201,386 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.418
  [step  288/1500]  loss=4.3905  |    201,605 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.452
  [step  289/1500]  loss=4.3556  |    201,381 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.492
  [step  290/1500]  loss=4.3137  |    201,303 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.463
  [step  291/1500]  loss=4.3128  |    201,459 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.471
  [step  292/1500]  loss=4.3354  |    201,321 tok/s  |  step_ms=2604  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.447
  [step  293/1500]  loss=4.2757  |    202,512 tok/s  |  step_ms=2589  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.413
  [step  294/1500]  loss=4.2728  |    201,178 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.405
  [step  295/1500]  loss=4.3160  |    201,965 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.449
  [step  296/1500]  loss=4.2836  |    201,069 tok/s  |  step_ms=2608  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.436
  [step  297/1500]  loss=4.2845  |    201,850 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.433
  [step  298/1500]  loss=4.3553  |    201,661 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.446
  [step  299/1500]  loss=4.2719  |    201,986 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.449
  [step  300/1500]  loss=4.3288  |    201,561 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.468
  [step  301/1500]  loss=4.3318  |    201,834 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.428
  [step  302/1500]  loss=4.2885  |    201,762 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.405
  [step  303/1500]  loss=4.2953  |    200,876 tok/s  |  step_ms=2610  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.414
  [step  304/1500]  loss=4.2691  |    201,849 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.394
  [step  305/1500]  loss=4.2715  |    201,788 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.425
  [step  306/1500]  loss=4.2951  |    201,201 tok/s  |  step_ms=2606  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.425
  [step  307/1500]  loss=4.2768  |    202,297 tok/s  |  step_ms=2592  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.419
  [step  308/1500]  loss=4.2843  |    201,569 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.443
  [step  309/1500]  loss=4.2659  |    201,749 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.477
  [step  310/1500]  loss=4.2632  |    201,458 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.505
  [step  311/1500]  loss=4.3007  |    201,286 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.496
  [step  312/1500]  loss=4.2594  |    201,705 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.494
  [step  313/1500]  loss=4.2827  |    201,442 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.501
  [step  314/1500]  loss=4.2848  |    202,055 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.509
  [step  315/1500]  loss=4.2941  |    201,655 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.512
  [step  316/1500]  loss=4.2492  |    201,800 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.486
  [step  317/1500]  loss=4.2753  |    201,654 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.466
  [step  318/1500]  loss=4.2473  |    202,050 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.447
  [step  319/1500]  loss=4.2248  |    201,736 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.463
  [step  320/1500]  loss=4.2715  |    201,448 tok/s  |  step_ms=2603  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.499
  [step  321/1500]  loss=4.2425  |    200,760 tok/s  |  step_ms=2612  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.486
  [step  322/1500]  loss=4.1828  |    201,569 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.478
  [step  323/1500]  loss=4.2243  |    201,717 tok/s  |  step_ms=2599  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.483
  [step  324/1500]  loss=4.2631  |    201,988 tok/s  |  step_ms=2596  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.515
  [step  325/1500]  loss=4.2478  |    201,873 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.579
  [step  326/1500]  loss=4.2292  |    202,009 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.523
  [step  327/1500]  loss=4.1852  |    202,325 tok/s  |  step_ms=2591  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.466
  [step  328/1500]  loss=4.2095  |    201,528 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.490
  [step  329/1500]  loss=4.2115  |    201,892 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.523
  [step  330/1500]  loss=4.1965  |    202,073 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.578
  [step  331/1500]  loss=4.2775  |    201,671 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.580
  [step  332/1500]  loss=4.1763  |    202,446 tok/s  |  step_ms=2590  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.526
  [step  333/1500]  loss=4.1316  |    201,662 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.491
  [step  334/1500]  loss=4.2454  |    201,271 tok/s  |  step_ms=2605  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.509
  [step  335/1500]  loss=4.1813  |    202,043 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.518
  [step  336/1500]  loss=4.1426  |    201,571 tok/s  |  step_ms=2601  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.532
  [step  337/1500]  loss=4.1882  |    202,129 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.503
  [step  338/1500]  loss=4.1823  |    202,219 tok/s  |  step_ms=2593  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.517
  [step  339/1500]  loss=4.1919  |    201,495 tok/s  |  step_ms=2602  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.588
  [step  340/1500]  loss=4.1777  |    202,039 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.588
  [step  341/1500]  loss=4.2046  |    201,885 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.577
  [step  342/1500]  loss=4.1737  |    201,626 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.574
  [step  343/1500]  loss=4.2047  |    202,305 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.576
  [step  344/1500]  loss=4.1802  |    202,056 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.520
  [step  345/1500]  loss=4.1538  |    202,143 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.528
  [step  346/1500]  loss=4.1570  |    201,727 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.534
  [step  347/1500]  loss=4.1480  |    202,756 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.550
  [step  348/1500]  loss=4.2078  |    201,869 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.584
  [step  349/1500]  loss=4.1771  |    202,180 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.598
  [step  350/1500]  loss=4.1721  |    202,753 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.568
  [step  351/1500]  loss=4.1658  |    201,703 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.574
  [step  352/1500]  loss=4.1820  |    201,583 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.602
